age,balance,campaign,contact,day,default,deposit,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous
42,323,1,unknown,16,no,yes,617,unknown,no,entrepreneur,no,single,jun,-1,unknown,0
36,981,1,unknown,16,no,yes,1093,secondary,no,services,no,married,jun,-1,unknown,0
36,638,2,unknown,16,no,yes,1395,secondary,yes,blue-collar,no,divorced,jun,-1,unknown,0
48,3229,1,unknown,16,no,yes,1089,tertiary,no,unemployed,no,single,jun,-1,unknown,0
51,1610,3,unknown,16,no,yes,1248,secondary,yes,management,no,single,jun,-1,unknown,0
51,33,3,unknown,16,no,yes,721,secondary,no,blue-collar,yes,married,jun,-1,unknown,0
46,536,2,unknown,16,no,yes,750,secondary,yes,technician,no,married,jun,-1,unknown,0
37,0,6,unknown,16,no,yes,637,tertiary,no,management,no,married,jun,-1,unknown,0
36,3057,4,unknown,16,no,yes,2769,tertiary,no,entrepreneur,no,married,jun,-1,unknown,0
47,2892,1,unknown,17,no,yes,556,secondary,no,management,no,married,jun,-1,unknown,0
40,0,1,unknown,17,no,yes,522,tertiary,no,technician,no,divorced,jun,-1,unknown,0
38,3316,3,unknown,17,no,yes,1345,tertiary,no,student,no,single,jun,-1,unknown,0
40,106,2,unknown,17,no,yes,676,secondary,no,management,no,married,jun,-1,unknown,0
39,2303,3,unknown,17,no,yes,775,primary,yes,blue-collar,no,married,jun,-1,unknown,0
60,3301,3,unknown,17,no,yes,2621,tertiary,no,management,no,married,jun,-1,unknown,0
39,426,1,unknown,18,no,yes,1029,tertiary,no,self-employed,no,single,jun,-1,unknown,0
51,9,2,unknown,18,no,yes,371,secondary,no,services,no,divorced,jun,-1,unknown,0
27,-97,2,unknown,18,no,yes,1528,secondary,yes,admin.,no,married,jun,-1,unknown,0
41,11008,1,unknown,18,no,yes,1540,tertiary,no,management,no,single,jun,-1,unknown,0
42,4930,1,unknown,18,no,yes,973,primary,no,blue-collar,no,single,jun,-1,unknown,0
41,707,1,unknown,18,no,yes,707,secondary,no,entrepreneur,no,married,jun,-1,unknown,0
33,4,2,unknown,18,no,yes,625,secondary,yes,technician,yes,married,jun,-1,unknown,0
46,126,1,unknown,18,no,yes,1255,secondary,no,admin.,no,married,jun,-1,unknown,0
31,671,4,unknown,18,no,yes,704,secondary,yes,blue-collar,no,married,jun,-1,unknown,0
41,219,3,unknown,18,no,yes,1574,primary,no,blue-collar,yes,married,jun,-1,unknown,0
41,3622,4,unknown,19,no,yes,1135,secondary,no,blue-collar,no,divorced,jun,-1,unknown,0
55,1580,1,unknown,19,no,yes,1007,secondary,no,retired,yes,divorced,jun,-1,unknown,0
53,1319,3,unknown,19,no,yes,1318,secondary,no,technician,no,married,jun,-1,unknown,0
55,2152,2,unknown,19,no,yes,922,primary,no,housemaid,no,married,jun,-1,unknown,0
39,2843,1,unknown,19,no,yes,585,secondary,yes,services,no,married,jun,-1,unknown,0
40,0,4,unknown,19,yes,yes,952,tertiary,no,entrepreneur,no,married,jun,-1,unknown,0
59,1115,1,unknown,19,no,yes,834,primary,no,retired,no,married,jun,-1,unknown,0
42,625,3,unknown,19,no,yes,651,secondary,no,blue-collar,no,single,jun,-1,unknown,0
41,246,3,unknown,19,no,yes,683,primary,no,blue-collar,no,married,jun,-1,unknown,0
27,61,1,unknown,19,no,yes,1012,secondary,yes,blue-collar,no,married,jun,-1,unknown,0
25,-191,7,unknown,19,no,yes,958,secondary,yes,blue-collar,no,single,jun,-1,unknown,0
43,519,2,unknown,20,no,yes,973,primary,no,unemployed,no,married,jun,-1,unknown,0
44,522,1,unknown,20,no,yes,911,secondary,no,services,yes,married,jun,-1,unknown,0
26,-46,7,unknown,20,no,yes,382,secondary,yes,blue-collar,no,single,jun,-1,unknown,0
52,2269,1,unknown,20,no,yes,1210,tertiary,no,retired,no,married,jun,-1,unknown,0
54,386,1,unknown,20,no,yes,838,unknown,no,services,yes,married,jun,-1,unknown,0
56,0,1,unknown,20,no,yes,422,tertiary,no,management,yes,married,jun,-1,unknown,0
57,9103,2,unknown,20,no,yes,1098,tertiary,no,management,yes,married,jun,-1,unknown,0
29,908,1,unknown,20,no,yes,1663,secondary,yes,blue-collar,no,single,jun,-1,unknown,0
47,1694,3,unknown,20,no,yes,560,tertiary,no,technician,yes,married,jun,-1,unknown,0
57,-92,1,unknown,20,no,yes,1617,tertiary,yes,management,yes,married,jun,-1,unknown,0
40,188,2,unknown,20,no,yes,570,secondary,yes,blue-collar,yes,married,jun,-1,unknown,0
46,0,3,unknown,20,no,yes,1023,secondary,no,services,no,divorced,jun,-1,unknown,0
43,740,2,unknown,20,no,yes,585,secondary,yes,blue-collar,no,single,jun,-1,unknown,0
45,655,3,unknown,20,no,yes,693,tertiary,no,management,no,married,jun,-1,unknown,0
24,867,10,unknown,20,no,yes,546,secondary,yes,management,no,married,jun,-1,unknown,0
40,1009,5,unknown,20,no,yes,1036,secondary,yes,blue-collar,yes,married,jun,-1,unknown,0
38,6360,2,unknown,20,no,yes,1409,unknown,no,services,no,divorced,jun,-1,unknown,0
36,4145,4,unknown,20,no,yes,988,tertiary,no,unemployed,no,married,jun,-1,unknown,0
27,-27,2,unknown,23,yes,yes,498,secondary,no,blue-collar,no,single,jun,-1,unknown,0
26,-122,3,unknown,23,no,yes,670,primary,yes,admin.,no,single,jun,-1,unknown,0
43,149,2,unknown,23,no,yes,662,tertiary,yes,management,no,married,jun,-1,unknown,0
25,52,2,unknown,24,no,yes,528,primary,yes,blue-collar,no,single,jun,-1,unknown,0
27,335,3,unknown,26,no,yes,519,tertiary,yes,blue-collar,no,married,jun,-1,unknown,0
30,526,3,unknown,26,no,yes,677,tertiary,yes,technician,yes,married,jun,-1,unknown,0
28,-7,2,unknown,26,no,yes,3183,secondary,no,admin.,yes,single,jun,-1,unknown,0
27,-413,6,unknown,27,no,yes,422,primary,no,blue-collar,yes,married,jun,-1,unknown,0
32,-241,2,unknown,27,no,yes,856,secondary,no,admin.,yes,divorced,jun,-1,unknown,0
41,75,9,unknown,1,no,yes,479,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
37,0,2,unknown,1,no,yes,1135,tertiary,no,technician,no,single,jul,-1,unknown,0
27,158,2,unknown,1,no,yes,650,secondary,no,technician,no,single,jul,-1,unknown,0
29,84,3,unknown,3,no,yes,587,secondary,no,services,yes,single,jul,-1,unknown,0
33,114,1,unknown,3,no,yes,676,secondary,no,services,yes,married,jul,-1,unknown,0
36,0,1,unknown,4,no,yes,584,primary,no,technician,no,married,jul,-1,unknown,0
28,-127,3,cellular,4,no,yes,1044,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
55,49,4,cellular,7,no,yes,494,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
51,216,2,cellular,7,no,yes,615,secondary,no,technician,no,married,jul,-1,unknown,0
39,506,2,cellular,7,no,yes,718,secondary,yes,technician,no,single,jul,-1,unknown,0
42,213,3,cellular,7,no,yes,434,primary,yes,blue-collar,no,divorced,jul,-1,unknown,0
33,170,1,cellular,7,no,yes,782,secondary,no,services,no,single,jul,-1,unknown,0
36,776,3,cellular,7,no,yes,722,tertiary,no,entrepreneur,yes,divorced,jul,-1,unknown,0
45,879,2,cellular,7,no,yes,621,secondary,no,technician,no,married,jul,-1,unknown,0
37,1633,2,cellular,7,no,yes,629,secondary,no,self-employed,no,married,jul,-1,unknown,0
46,926,5,cellular,7,no,yes,385,secondary,no,unemployed,no,married,jul,-1,unknown,0
32,2559,1,cellular,7,no,yes,889,tertiary,no,self-employed,no,single,jul,-1,unknown,0
28,909,1,cellular,7,no,yes,532,secondary,no,technician,yes,single,jul,-1,unknown,0
45,-176,1,cellular,7,no,yes,574,secondary,no,admin.,yes,divorced,jul,-1,unknown,0
41,1085,1,cellular,7,yes,yes,599,secondary,yes,blue-collar,yes,single,jul,-1,unknown,0
59,1265,1,cellular,7,no,yes,849,primary,no,blue-collar,yes,divorced,jul,-1,unknown,0
47,-239,3,cellular,7,no,yes,973,secondary,yes,technician,yes,single,jul,-1,unknown,0
31,726,2,cellular,7,no,yes,719,secondary,no,blue-collar,no,single,jul,-1,unknown,0
31,296,4,cellular,8,no,yes,509,tertiary,no,management,yes,single,jul,-1,unknown,0
33,-627,1,cellular,8,no,yes,740,secondary,yes,entrepreneur,yes,married,jul,-1,unknown,0
52,-468,1,cellular,8,yes,yes,534,tertiary,no,entrepreneur,no,married,jul,-1,unknown,0
26,551,1,cellular,8,no,yes,531,secondary,no,self-employed,no,single,jul,-1,unknown,0
25,0,1,cellular,8,no,yes,634,secondary,no,technician,yes,single,jul,-1,unknown,0
25,101,3,cellular,8,no,yes,460,secondary,no,blue-collar,yes,married,jul,-1,unknown,0
28,517,1,cellular,8,no,yes,681,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
33,37,1,cellular,8,no,yes,1082,tertiary,no,entrepreneur,yes,divorced,jul,-1,unknown,0
45,854,1,cellular,8,no,yes,730,tertiary,no,management,yes,divorced,jul,-1,unknown,0
36,30,5,cellular,8,no,yes,716,secondary,no,services,yes,married,jul,-1,unknown,0
26,81,2,cellular,8,yes,yes,803,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
38,0,1,cellular,8,no,yes,635,secondary,no,technician,no,married,jul,-1,unknown,0
56,663,3,cellular,8,no,yes,819,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
26,102,2,cellular,8,no,yes,658,secondary,no,admin.,yes,single,jul,-1,unknown,0
26,370,4,cellular,8,no,yes,1061,secondary,no,technician,yes,married,jul,-1,unknown,0
25,189,2,cellular,8,no,yes,687,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
26,111,1,cellular,9,no,yes,537,secondary,no,unemployed,no,single,jul,-1,unknown,0
40,665,1,cellular,9,no,yes,781,primary,yes,blue-collar,no,married,jul,-1,unknown,0
37,214,1,cellular,9,no,yes,645,primary,yes,admin.,no,married,jul,-1,unknown,0
43,0,1,cellular,9,no,yes,1242,primary,no,blue-collar,no,single,jul,-1,unknown,0
41,1583,1,cellular,9,no,yes,662,tertiary,yes,services,no,divorced,jul,-1,unknown,0
49,0,1,cellular,9,no,yes,625,secondary,no,blue-collar,yes,married,jul,-1,unknown,0
29,0,3,cellular,9,yes,yes,426,tertiary,no,admin.,yes,divorced,jul,-1,unknown,0
39,687,1,cellular,9,no,yes,869,secondary,yes,services,no,divorced,jul,-1,unknown,0
38,327,5,cellular,9,yes,yes,556,tertiary,yes,management,yes,married,jul,-1,unknown,0
26,-119,5,cellular,9,no,yes,359,secondary,no,technician,yes,married,jul,-1,unknown,0
32,794,1,cellular,9,no,yes,1014,tertiary,yes,management,yes,married,jul,-1,unknown,0
33,-191,4,cellular,9,no,yes,1290,primary,yes,blue-collar,yes,married,jul,-1,unknown,0
31,409,5,cellular,9,no,yes,564,tertiary,no,management,yes,single,jul,-1,unknown,0
49,3,6,cellular,9,no,yes,1439,primary,no,blue-collar,yes,married,jul,-1,unknown,0
27,9,2,cellular,9,no,yes,919,primary,no,unemployed,yes,single,jul,-1,unknown,0
30,155,3,cellular,9,no,yes,1426,secondary,yes,blue-collar,yes,single,jul,-1,unknown,0
35,1330,1,cellular,10,no,yes,901,secondary,no,blue-collar,no,married,jul,-1,unknown,0
26,-29,4,cellular,10,no,yes,998,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
45,3133,1,cellular,10,no,yes,804,unknown,yes,entrepreneur,yes,married,jul,-1,unknown,0
34,-33,1,cellular,10,no,yes,961,secondary,yes,admin.,yes,married,jul,-1,unknown,0
28,-170,2,cellular,10,no,yes,720,secondary,no,admin.,yes,single,jul,-1,unknown,0
25,1243,7,cellular,10,no,yes,1341,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
30,1598,1,cellular,10,no,yes,634,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
30,5,5,cellular,10,no,yes,829,secondary,no,services,yes,married,jul,-1,unknown,0
47,367,4,cellular,10,no,yes,476,secondary,yes,services,no,married,jul,-1,unknown,0
57,658,1,cellular,10,no,yes,724,secondary,no,admin.,no,divorced,jul,-1,unknown,0
38,1722,1,cellular,10,no,yes,500,tertiary,yes,management,no,married,jul,-1,unknown,0
54,-315,1,cellular,10,no,yes,2029,secondary,no,technician,yes,married,jul,-1,unknown,0
25,2483,3,cellular,10,no,yes,1499,primary,no,blue-collar,no,single,jul,-1,unknown,0
30,0,1,cellular,10,no,yes,1399,secondary,yes,blue-collar,yes,married,jul,-1,unknown,0
26,45,3,cellular,10,no,yes,1187,tertiary,no,management,no,single,jul,-1,unknown,0
31,46,1,cellular,10,no,yes,487,primary,yes,student,no,married,jul,-1,unknown,0
29,482,3,cellular,10,no,yes,1097,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
49,3728,2,cellular,11,no,yes,1060,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
60,1099,2,cellular,11,no,yes,764,secondary,no,retired,no,divorced,jul,-1,unknown,0
60,2222,2,cellular,11,no,yes,1120,tertiary,yes,management,no,married,jul,-1,unknown,0
29,983,2,cellular,11,no,yes,963,tertiary,yes,management,no,single,jul,-1,unknown,0
55,204,2,cellular,11,no,yes,1973,secondary,yes,management,no,divorced,jul,-1,unknown,0
44,1074,2,cellular,11,no,yes,911,secondary,yes,admin.,no,married,jul,-1,unknown,0
47,3466,2,cellular,11,no,yes,853,secondary,yes,technician,no,married,jul,-1,unknown,0
35,-203,2,cellular,11,no,yes,1649,secondary,yes,admin.,no,married,jul,-1,unknown,0
35,2436,3,cellular,14,no,yes,1397,secondary,no,entrepreneur,yes,married,jul,-1,unknown,0
38,976,3,cellular,14,no,yes,766,secondary,yes,technician,no,married,jul,-1,unknown,0
34,146,2,cellular,14,no,yes,788,tertiary,yes,entrepreneur,no,married,jul,-1,unknown,0
50,156,3,cellular,14,no,yes,1130,secondary,no,technician,yes,married,jul,-1,unknown,0
43,189,4,cellular,14,no,yes,1062,tertiary,yes,admin.,no,married,jul,-1,unknown,0
44,163,2,cellular,14,no,yes,1669,secondary,yes,admin.,no,divorced,jul,-1,unknown,0
51,242,4,cellular,14,no,yes,1336,secondary,no,services,yes,divorced,jul,-1,unknown,0
31,1173,3,cellular,14,no,yes,444,secondary,yes,technician,no,married,jul,-1,unknown,0
39,0,7,cellular,14,no,yes,894,tertiary,yes,technician,no,married,jul,-1,unknown,0
59,296,3,cellular,15,no,yes,805,tertiary,no,management,yes,married,jul,-1,unknown,0
25,333,2,cellular,15,no,yes,1056,secondary,no,services,yes,single,jul,-1,unknown,0
58,3864,4,cellular,15,no,yes,815,tertiary,yes,management,no,married,jul,-1,unknown,0
30,2686,3,cellular,15,no,yes,808,primary,yes,entrepreneur,no,married,jul,-1,unknown,0
34,-109,4,cellular,15,no,yes,860,primary,yes,blue-collar,no,single,jul,-1,unknown,0
51,65,1,cellular,15,no,yes,881,secondary,no,services,yes,divorced,jul,-1,unknown,0
60,597,1,cellular,15,no,yes,981,secondary,no,retired,no,married,jul,-1,unknown,0
51,-799,3,cellular,15,no,yes,1001,secondary,no,entrepreneur,yes,married,jul,-1,unknown,0
37,1775,5,cellular,15,no,yes,514,tertiary,no,management,no,divorced,jul,-1,unknown,0
30,0,3,cellular,15,no,yes,716,primary,no,blue-collar,no,single,jul,-1,unknown,0
46,-563,4,cellular,15,no,yes,769,secondary,no,entrepreneur,yes,divorced,jul,-1,unknown,0
29,5,5,cellular,15,no,yes,889,tertiary,no,student,no,single,jul,-1,unknown,0
27,139,5,cellular,15,no,yes,448,tertiary,no,entrepreneur,no,married,jul,-1,unknown,0
28,0,5,cellular,16,no,yes,767,tertiary,yes,management,no,single,jul,-1,unknown,0
34,855,1,cellular,16,no,yes,578,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
29,694,4,cellular,16,no,yes,1806,unknown,yes,blue-collar,yes,single,jul,-1,unknown,0
27,151,1,cellular,16,no,yes,496,tertiary,yes,management,no,single,jul,-1,unknown,0
26,354,1,cellular,16,no,yes,586,secondary,no,technician,no,single,jul,-1,unknown,0
36,673,1,cellular,16,no,yes,689,tertiary,yes,management,no,married,jul,-1,unknown,0
44,1265,1,cellular,16,no,yes,555,primary,yes,blue-collar,no,married,jul,-1,unknown,0
39,597,6,cellular,16,no,yes,686,tertiary,no,blue-collar,no,married,jul,-1,unknown,0
30,-393,1,cellular,16,no,yes,435,secondary,yes,technician,yes,married,jul,-1,unknown,0
31,256,2,cellular,16,no,yes,873,tertiary,yes,unemployed,no,divorced,jul,-1,unknown,0
56,0,1,cellular,16,no,yes,1222,primary,yes,blue-collar,no,married,jul,-1,unknown,0
29,2870,1,cellular,16,no,yes,988,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
43,184,11,cellular,16,no,yes,1019,secondary,no,blue-collar,yes,married,jul,-1,unknown,0
32,1905,2,cellular,16,no,yes,709,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
30,-36,9,cellular,16,no,yes,561,secondary,no,admin.,no,single,jul,-1,unknown,0
40,-839,2,cellular,16,no,yes,1018,secondary,yes,blue-collar,yes,married,jul,-1,unknown,0
42,3465,2,cellular,16,no,yes,1039,secondary,yes,services,yes,married,jul,-1,unknown,0
27,119,2,cellular,16,no,yes,781,secondary,yes,student,no,married,jul,-1,unknown,0
35,36,5,cellular,16,no,yes,1656,tertiary,no,management,yes,married,jul,-1,unknown,0
35,113,2,cellular,17,no,yes,923,primary,yes,housemaid,no,married,jul,-1,unknown,0
32,118,1,cellular,17,no,yes,1275,secondary,yes,blue-collar,no,single,jul,-1,unknown,0
39,251,2,cellular,17,no,yes,342,secondary,yes,technician,no,married,jul,-1,unknown,0
31,-277,2,telephone,17,no,yes,1008,secondary,yes,blue-collar,no,divorced,jul,-1,unknown,0
26,-189,2,cellular,17,no,yes,538,secondary,no,services,yes,single,jul,-1,unknown,0
42,4,1,cellular,17,no,yes,795,tertiary,yes,management,no,married,jul,-1,unknown,0
27,1820,1,cellular,17,no,yes,1027,secondary,yes,services,no,single,jul,-1,unknown,0
33,1904,2,cellular,17,no,yes,1584,secondary,yes,self-employed,no,divorced,jul,-1,unknown,0
51,201,2,cellular,17,no,yes,582,primary,yes,blue-collar,no,married,jul,-1,unknown,0
33,0,7,telephone,17,no,yes,1448,secondary,yes,admin.,no,married,jul,-1,unknown,0
30,178,3,cellular,17,no,yes,656,tertiary,no,technician,no,single,jul,-1,unknown,0
52,3798,1,cellular,17,no,yes,1208,primary,yes,housemaid,no,married,jul,-1,unknown,0
42,301,2,cellular,17,no,yes,1175,primary,yes,blue-collar,no,divorced,jul,-1,unknown,0
31,294,5,cellular,17,no,yes,536,tertiary,yes,management,no,divorced,jul,-1,unknown,0
27,0,5,cellular,17,no,yes,991,secondary,yes,services,no,married,jul,-1,unknown,0
44,292,4,cellular,17,no,yes,1153,secondary,no,blue-collar,yes,single,jul,-1,unknown,0
40,2998,3,cellular,18,no,yes,623,secondary,yes,entrepreneur,no,divorced,jul,-1,unknown,0
46,2084,2,cellular,18,no,yes,1081,primary,yes,housemaid,no,divorced,jul,-1,unknown,0
32,454,1,cellular,18,no,yes,978,secondary,yes,services,no,divorced,jul,-1,unknown,0
56,179,1,cellular,18,no,yes,536,secondary,no,technician,no,divorced,jul,-1,unknown,0
33,661,1,cellular,18,no,yes,968,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
33,89,2,cellular,18,no,yes,278,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
32,102,1,cellular,18,no,yes,560,primary,yes,self-employed,no,married,jul,-1,unknown,0
41,138,3,cellular,18,no,yes,640,primary,yes,blue-collar,no,divorced,jul,-1,unknown,0
31,622,1,cellular,18,no,yes,420,secondary,no,admin.,no,single,jul,-1,unknown,0
30,10,2,cellular,18,no,yes,658,secondary,yes,admin.,no,divorced,jul,-1,unknown,0
34,-251,1,cellular,18,no,yes,641,secondary,no,admin.,no,divorced,jul,-1,unknown,0
43,104,3,cellular,18,no,yes,635,secondary,yes,entrepreneur,no,married,jul,-1,unknown,0
28,173,7,cellular,18,no,yes,588,secondary,no,blue-collar,no,married,jul,-1,unknown,0
32,-46,4,cellular,18,no,yes,1373,secondary,no,admin.,yes,divorced,jul,-1,unknown,0
31,0,4,cellular,18,no,yes,913,secondary,yes,blue-collar,yes,divorced,jul,-1,unknown,0
35,145,2,cellular,18,no,yes,799,tertiary,yes,entrepreneur,no,single,jul,-1,unknown,0
31,325,2,cellular,18,no,yes,1139,tertiary,yes,management,no,married,jul,-1,unknown,0
25,2311,2,cellular,21,no,yes,1105,secondary,no,services,yes,single,jul,-1,unknown,0
56,158,1,cellular,21,no,yes,854,tertiary,no,retired,yes,divorced,jul,-1,unknown,0
47,1981,2,cellular,21,no,yes,919,secondary,yes,technician,no,married,jul,-1,unknown,0
39,1423,3,telephone,21,no,yes,733,tertiary,yes,management,no,married,jul,-1,unknown,0
51,2455,1,cellular,21,no,yes,553,tertiary,yes,management,no,married,jul,-1,unknown,0
54,859,1,cellular,21,no,yes,710,secondary,no,technician,yes,divorced,jul,-1,unknown,0
58,9004,4,cellular,21,no,yes,891,unknown,no,retired,no,married,jul,-1,unknown,0
42,970,10,telephone,21,no,yes,691,unknown,yes,unemployed,no,married,jul,-1,unknown,0
56,486,1,telephone,21,no,yes,1877,primary,no,services,yes,married,jul,-1,unknown,0
55,127,8,telephone,21,no,yes,1130,secondary,yes,housemaid,no,married,jul,-1,unknown,0
26,409,2,cellular,21,no,yes,577,primary,yes,blue-collar,no,single,jul,-1,unknown,0
40,664,2,cellular,21,no,yes,1342,secondary,no,admin.,no,single,jul,-1,unknown,0
26,223,3,cellular,21,no,yes,1002,secondary,no,technician,yes,single,jul,-1,unknown,0
35,-324,11,cellular,21,no,yes,985,tertiary,no,management,yes,single,jul,-1,unknown,0
34,-30,3,cellular,21,no,yes,1360,secondary,no,services,no,single,jul,-1,unknown,0
41,1253,5,cellular,21,no,yes,1134,tertiary,no,management,no,single,jul,-1,unknown,0
44,4758,6,cellular,22,no,yes,712,primary,yes,management,no,married,jul,-1,unknown,0
33,30,1,cellular,22,no,yes,1077,tertiary,yes,management,no,single,jul,-1,unknown,0
36,81,1,cellular,22,no,yes,560,tertiary,no,management,yes,divorced,jul,-1,unknown,0
38,0,1,cellular,22,no,yes,1545,secondary,yes,technician,no,married,jul,-1,unknown,0
35,328,2,cellular,22,no,yes,654,tertiary,yes,technician,no,married,jul,-1,unknown,0
41,145,2,cellular,22,no,yes,1833,tertiary,no,technician,no,single,jul,-1,unknown,0
41,465,1,cellular,22,no,yes,1508,unknown,yes,management,no,divorced,jul,-1,unknown,0
28,751,5,cellular,22,no,yes,598,secondary,yes,blue-collar,no,married,jul,-1,unknown,0
